,Customer Name,Customer review
451,Katiedid,Ordered for granddaughter the Green Fitpolo smart watch and she loves it.  Thank you!
452,Sonya Arellano,I like this watch with the exception they do not weight lifting as a sport to track calories burned. One person found this helpful
453,Jean S,"It is so much easier to read than the more expensive watches, especially outdoors"
454,CHS,"Using this device has kept me on track with movement and sleep. The information pairs well with my WW app for sleep and My Health on my phone. The face is easy to read day or night even in the sunlight (which was a problem in my previous tracker). Customer service is excellent. When I wrote asking about how to clean the band, I received an answer immediately as well as replacement bands and a video for swapping them out. This is an excellent tracker at a very reasonable price."
455,Ana Jiron,Es fácil de usar..su bateria dura mucho..es muy bonito...funciona con mi teléfono al 100% Helpful
456,lad,"I am impressed. This watch works well and is lightweight, doesn't appear to scratch easily. I love the SMS alerts so now I never miss a call or text. The sports modes work well giving me good info on my exercises. Decent battery life. I wore it 4 days before I charged it when it was at around 25%. It charges quickly. I am very happy with my purchase"
457,Lynnette,The biggest reason I gave it 3 stars is that I woke up with a rash on my arm where it touches the skin. I switched arms with the same result. It was very disappointing as the band was so soft and more pliable than bands on other products I've used. 
458,Amazon Customer,The watch just stop working. It was a little difficult to set up.
459,Santana Ensminger,I love my watch. Havnt had any issues so far
460,Amazon Customer,"This is an unbelievable watch, especially for the price. It's just as good or better than my Fitbit was."
461,Bert,It started malfunctioning after 3 months. No apparent reason just starting having issues. There’s no reason this shouldn’t last longer than that!
462,Rubí Calixto,Todo muy bien pero siento que a veces no cuenta bien los pasos y para esonlo compre 😔 Helpful
463,Amazon Customer,"I had difficulty pairing my first purchase. I tried ""live chat"" on website and received no response. I decided it was faulty and requested a replacement. After that arrived, I had the same issue. This time, however, Sharon in customer service responded to my request for help on the Support portion of the website. She determined that I needed to download the VertFitPro app instead of the Fitpolo app. Pairing went well and I'm very happy with the product. Great value! Instructions, however, are printed in extremely small type,  TOM One person found this helpful"
464,VELMA,"Looks good and easy to read, not to heavy a little wider than I wanted but it's good I like it"
465,Amazon Customer,Setup is very simple. Apps on watch are simple too. Just doesn't track accurately at all. The notifications constantly need to be cleared time and time again. The app that is required is the worst thing ever and very glitchy
466,Amazon Customer,Easy to set up
467,Joanne Laverdet McKay,Love the watch
468,Estela perez,Just what i was looking for...not to expensive and does work...when u dont have your cell on hand...battery last for days... 
469,Kari,"Easy to sync. Charging is fast and it last a couple days. I do wish you could answer texts, but for the price I paid I’m ok not being able to. Will buy another one. "
470,Maria Devereux,"My husband and I both bought one, and we love them! We've been wearing them for three weeks and have only had to charge them twice, so I think their battery life is better than described. Their step count is accurate, sleep tracking is really nice, and waterproof! I've already used the find my phone feature multiple times and it's super convenient! We're really impressed with them!  One person found this helpful"
471,Patricia Schmeckenbecher,Liked the product very satisfied
472,"Livin' The Dream in RSF, San Diego, CA","Looking for an inexpensive Smart Watch with great features? This is it! I already own a metal, blingy Huawei, and a diamond Rolex, but needed an everyday knock around smartwatch I could sweat in while hiking, biking, and working out. Hiked three miles today and then jumped in the pool. It's waterproof! The color is a soft blush with rose gold metal, so it's quite neutral. I was afraid it would look too large, but it's not, and for reference, I'm 5'7"" with an average frame. Such a fantastic value! It's perfect! "
473,Andrew Johnson,Clearly pre used already. Limited capability as well.
474,heather montysko,works great only issue is that it doesn't track sleep
475,Betsy Sofia Del Valle,"Me encantó en color, aunque recuerdo que recomiendo comprar otras de repuesto porq se ensucia mucho, en cuanto a las funciones, cumple con todas las indicadas, la batería dura mucho y es fácil configurar One person found this helpful Helpful"
476,Amazon Customer,"This was a great option for a fitness tracker that did not break the bank. I love the light design and the direct integration to mainstream fitness apps like Strava and Apple Health. I wanted something that could track my fitness goals and metrics without all the distractions of Slack, Messages, and email."
477,Ziry Bull,"I bought this product to help me track my exercise and my calories on yhe weight loss journey I started. It is my first fitness tracker so i wanted to try something and not spend a lot of money, just in case I didn't like it, I wasn't expecting much for the price, but let me tell you this product is great I love it. Love to use it while im working out, sleep tracker is amazing, over all is a good product for the price till today i have no complaints. "
478,Matthew,This is my first smartwatch and it very easy to use and it keeps track of your walking.
479,Dee Williams,"I like the color, the look and the quality. I would recommend this to anyone who’s looking to purchase a Fitbit at a reasonable price! Great watch!"
480,M Davis,"Very nice watch, but I only have it two weeks. Instructions are very difficult to get it up and running"
481,Tezzie92111,It is difficult to follow the app and cannot adjust the time properly... I gave it away
482,Chuck,"I don't like that it doesnt show the days previous. I find this harder. To use then the Fitbit, ones."
483,Debra Butler-Everts,He seems happy with it. No complaints so far. We didn’t buy for mobile apps so no idea about how good that is
484,Meli,"The first couple months were great, I loved using it at the gym because I was able to control music from my wrist and I didn't have to pull out my phone to change the song.  Then I started noticing everything was off, from the sleep tracking, how many steps I was doing, and the heart rate. I figured I could put all those aside since the main reason I got it was for music control. But then the fourth month, a BRIGHT RED LINE started to appear on the left side of the watch. It is a bit of an eye sore and I can't stand looking at it.  Just do yourself a favor and buy a more expensive watch!!!!!!"
485,Alfa Catilo,"It’s my first time to buy a smart watch and this is a great choice! It’s very easy to set up, synch with your phone and the key features that I need is available. It’s also lightweight and heart rate is pretty accurate (I compared vs my manual pulse rate check)! Sometimes, the touch screen doesn’t work properly though, not sure if it’s just how I swipe the screen etc. Overall happy and indeed great value for money! 2 people found this helpful"
486,RetailTherapist,"I bought this watch specifically for the ten alarms which is great, however my watch is a minute slower than my phone and my friends Apple Watch and basically every other device. I also can’t get it to pair with my phone. It’s fine and it’s doing what I need it to as far as the alarms are concerned but I have to set them a minute early and I don’t get any texts."
487,Amazon Customer,"Gave to my wife as a Christmas gift in Dec 2020. The band discolored in a couple days. Two years later the display doesn't fit on screen, the touch screen no longer functioning, lines developed on screen and and cannot swipe. Guess I got what I paid for. "
488,Bubacarr Jallow,My kids love it and I feel good that they can use it well and not have to look at their cellphones to read a message.
489,Martha,"I like that charging the watch is easy - flip the watch over, attach cord and plug in. Another watch I had required me to remove one portion of the band to reveal the charging area. I pulled too hard one day and everything bent and was no longer useable. The battery life is much longer than other watches I have used,"
490,Miriam Maaravi,"I got my FitPro two days ago. The watch is nice for a low budget fitness tracker and the app is pretty user friendly. I had no problems getting set up and started.  I don't like that the watch face doesn't display the date. It would also be nice to see the daily step count on the watch face.  The light color pink watch band is a dirt magnet and gets an unsightly, grayish tinge with normal wear.  I don't know yet how accurate or durable the watch is, so I'm waiting to see what happens."
491,mirnae88,"I absolutely love this watch! It is so easy to track my steps. The watch is simple to use but I love how it can track individual workouts on the app and put your total progress together. It even has a little relax button designed to help you calm down!!  Best $36 dollars I ever spent! Very stylist; most people think it's an Apple watch. You can see who's calling you from the watch too but I have yet to get text alerts.  All in all, get this watch if you want to have fun tracking your steps!! One person found this helpful"
492,José Mauricio,"Es un reloj a bajo precio, debés ser un poco cuidadoso con el por qué por lógica no es del mismo material de los reloj Garmin pero es una buena opción si no tienes mucho dinero para invertir en un reloj Helpful"
493,Savannah Richardson,"I work as a lifeguard and wanted a watch that tracked my exercise and was waterproof. Works very well, and unlike other watches I’ve had the battery doesn’t drain super fast when I’m in the water. Battery lasts for over a week without charging and with the screen protector, it’s perfect. Haven’t had any problems with it and I wear it everyday."
494,Abigail Johnson,"Very nice, and long battery life, I’ve been wearing it ten days, and haven’t needed to charge it yet, though I think I’ll charge it today. My only problem is that the dark coating on the screen seems to scratch pretty easily, but I don’t think it’s scratched the actual screen"
495,Summer Gossett,I don’t dislike it I love it
496,Steve Lottig,It does they job at a much cheaper price than some of the name brands.
497,Stephanie,the sleep tracking feature does not work most of the time. the app uses up the battery life on your phone fast. I had to keep recharging it every day sometimes twice a day.
498,nana 7,My granddaughter was so excited to receive this. She loves all the features on this and gladly put aside her old smart watch for this one.
499,Uniman#1,"It serves its purpose as a WATCH. Nut, the VeryFitPro mobile app is BAD! For example, if you open an Amazon link in Facebook, the VeryFitPro app “intercepts” the link and opens VeryFitPro (and NOT Amazon). Very annoying. I tried changes to the setting, but nothing works. I took the app out, and the Amazon links work. As soon as I reinstall VeryFitPro, it does it again and intercepts opening Amazon (from Facebook). GPS, steps, miles, cycling, hiking… are all spotty and inaccurate. Again, it serves it’s purpose as a watch (a “pseudo-Apple"" watch)🤣🤣🤣 Warning: Do NOT install VeryFitPro mobile app."
500,Anoyek H.,This was purchased for a 10 year old boy. He loves it and wears it often. He did have to stop wearing it for a week because the back of the watch that sits on his wrist started to cause a rash. I think it'e because he would only take it off to shower. He loves it and really likes that he only has to charge it possibly twice a week.
501,Amazon Customer,It works!
502,Ariesrah,"Waste your money on another tracker. This is my 3rd one and I'm disappointed in myself for trying once more. The sleep tracker won't record before 10 o'clock and the heart monitor works occasionally. I sent a message about this to customer service without a response and now the return time has expired. The ones before didn't record heart rate, the battery only lasted a few days and the cheap wrist band broke after the return time was up."
503,Patricia Ware,I have had 2 Fitbit prior to buying this Fitpolo Fitness Tracker. Both of my Fitbit lasted less than a year and I was very disappointed because of how much I paid for them. I decided to take a chance on the Fitpolo Fitness Tracker because of the recommendations it received. I am very happy with my purchase. It has the same features as my previous Fitbits at less than half the price. I love the modern look of this fitness tracker. It was easy to pair with my phone and the features as I mentioned are similar to a Fitbit. I would definitely recommend this fitness tracker.  One person found this helpful
504,Marilyn,"I really had high hopes for this item even after reading the reviews. I really hoped that I wouldn't end up getting that little bumpy rash from the watch like some others have mentioned but I did and I literally just got my watch yesterday and woke up with these itchy, burning little bumps today. The watch is still pretty cool and I still like the functions it has but I don't want to end up with these bumps if I wear it again. "
505,Amy,The primary reason for purchasing the watch was to track my steps. It doesn’t register steps accurately- not even close. I can asked on the treadmill for 5 miles. When I compared the watch to both my pedometer worn on the waist as well as the treadmill distance it was extremely off read not even close.  I like the watch face size and the band comfort.  I returned.  I had also purchased a second for my husband. Same disappointment with it with counting steps. Both were returned. One person found this helpful
506,KAyers,"Bought this for my 10 year old son, and he wore it for about a week. At one point, he felt a burning sensation on his wrist, and took the watch off. His skin was super red and irritated from both the band and the watch part. Obviously, can no longer wear."
507,A Wilkens,This watch is great for the money! The app that it uses could be a little more user friendy but I emailed customer service for the watch and they are very informative and responsive. It is comfortable and seems accurate. So far I am wearing it for 3 days and haven't had to charge it. it's at about 50%. The sleep tracker is crazy accurate it seems. 
508,Jennifer,"I bought this tracker to replace my Fitbit that had stopped charging. If all you want is a watch that tracks your steps, this will work fine for you. I have it set-up to alert me to phone calls or messages but that has only worked a couple of times. It requires me to shut down the watch & restart my phone and even then, those alerts have never worked for more than a couple of hours. The heart rate & sleep monitor stopped tracking after the first week and have never started working again. I've tried all of the trouble shooting recommendations but none get those features to work consistently. I knew that for $35 I wasn't going to be getting a top of the line fitness tracker but I did hope it would be better than this."
509,Debbie,I love this watch. It does most things an Apple Watch does at a fraction of the cost. People even think it is an Apple Watch.
510,Amazon Customer,The watch itself is great! I wasn't sure why i wasn't getting incoming calls at first so I emailed the seller TWICE and they never got back to me! I ended up figuring out what was wrong but imagine if I had to return or replace it? Seller would of probably ignored me! Never got an email replied 😡! No problems with watch though! Good battery life and works as it should now!
511,Mandi Thompson,"Like the size of the face, don't like the fact my band has already discolored. Having issues with my messages showing up off and on but for the most part it is a good health tracker and made me see I need to walk more lol. Happy I bought it. "
512,kristen,"I love this watch! Does everything I need it to and more. Just wish I got the black instead of the pink. The band got dirty pretty quickly, I'm outside alot so I should have known better to be practical vs being pretty lol"
513,Rochelle Mcknight,"It’s only been 4 days since I received it, but so far everything works. I took a manual heart rate to see if it was accurate on the watch, and it was. The battery life is AMAZING. I charged it the first day, and haven’t charged it since, it’s at 70% on day 4. Great product for the price."
514,Oscar Castillo,"I like everything on the watch but you need to read instructions very well and carefully before you use it because there are some stuff that you cannot understand without it, also the app it works well but you have to keep connect the Bluetooth every time"
515,punkybutt,"I love how long the battery last, but I don't like how it doesn't count my naps like other Fitbits-like have... ☺️"
516,Kumar Vikash,I ordered this for my wife but I liked it so much that I am using it for myself and have promised her another smartwatch on new year.  I use this watch 24x7 and doesn't remove it even during shower which shows that its complete waterproof. Another additional good feature that I liked is the ability to control music directly from watch which avoid taking phone out and I can enjoy my playlist the way I want.  Pros: Simple design (like apple watch) Waterproof Comfortable Good battery life Responsive touch screen Good price point  I recommend to add few more home screen styles which can be switched from time to time.              20 people found this helpful
517,Lacey,"I have been very pleased for the price. In addition to the information from the device, the data provided on the app on my phone gives me all that I need. I like the fact that you don't have to take the watch apart to charge it. So simple, and I found the phone app very easy to load and use which was great because I am not a tech savvy person."
518,Monica Carter,"I like it and I don’t. It has some features that I like such as it tracks my steps and I get an alert when someone messages me. Otherwise, I should have researched this more and looked into this more before buying."
519,JV52,"I have been super impressed with this smart watch. I ordered it for a friend because she did n't want to spend the money on an Apple watch (which I own). It was so easy to sync with phone and app. It notifies of texts, social media, workout goals. She has showered with it and no issues and will be testing it in the pool for sure. Touchscreen is responsive and hasn't frozen at all. She is loving that she can laugh at me with my $300.00 watch. If anything happens to my watch, I will be ordering one of these again for sure!"
520,Michele C.,Only had the watch for a few days. Not using the sleep tracker but all the other functions seem to work well. It will be interesting to see if it calculates music conducting as steps like the Fitbit does. I’m hoping it doesn’t. 
521,Amazon Customer,"Watchband darkens as it rubs against clothing. Will be returning as the band looks ""dirty"" after 5 days of wearing. **Update** Seller contacted me immediately after seeing my review and has corrected the situation. Excellent and quick customer service. The watch works great, long charge time and easy to use. Though I would consider ordering the watch with a darker band color to avoid the discoloring of the blush color band. ** One person found this helpful"
522,sMagana,"Pros: 1. STEP COUNTER GREAT 2. LOOKS GOOD 3. MOBILE APP ALWAYS CONNECTS 4. GOOD BATTERY LIFE 5. LOW PRICE  Cons: 1. HEART RATE ALWAYS LAGS AND SEEMS ALWAYS WRONG 2. SLEEP TRACKER CLOSE BUT OFTEN MISSES FULL SLEEP SCHEDULE 3. SCRATCHES EASY 4. EXERCISE FUNCTION GOES DARK AND RESETS 5. GREEN LIGHT SENSOR WILL BLINK ALL NIGHT IF YOU TAKE IT OFF SOMETIMES  I did buy it to count my steps at a cheap price. It does a really great job at that. However, it says it does so much more like heart rate, sleep, exercise, and more.  Sorry but the heart rate monitor is always wrong. The sleep counter is close but not accurate. The exercise option I never used because the screen would go dark and then my exercise would reset.  Also, the screen scratched a couple weeks in when I hit my wrist on some plastic in the car.  Sooooo for the money if you just want to count steps it's worth it. The mobile app does connect very well. I had a fitbit ionic and that almost never connected to my phone.....though it was great feature wise.                      3 people found this helpful"
523,TRICIA PIENING,"I bought this for my 10 year old. Not quite old enough for an Apple watch yet. This watch seems to work for now. Not sure how to get text messages on it though. I followed the directions, but nothing comes up. Not a deal breaker, just would be nice to have it, along with receiving incoming calls. Overall a good buy for a young adult."
524,Marcela Hernández,"This watch is amazing! It is my first smart watch, I loved it, now I ask myself: Why had I not bought a watch before? the battery is long lasting, it counts my daily steps, it saves the time and calories burned during my training. I can control the music, and also I don't miss any messages or calls. It's really amazing. "
525,Jenni Kearns,"Originally I was just looking for a digital watch, but now I have a watch that I love because it is simple yet allows me to track my steps, track my sleep, look at emails, and track my heart rate throughout the day. I like the simplicity of it, I love how it feels on my wrist, I love the way it looks, I love the app that it comes with. Overall this watch is such a great deal and would highly recommend it to anyone.  19 people found this helpful"
526,Amazon Customer,Less than 90 days display is out.
527,Leigh,This watch does everything I need it to do. I’ve had it for a little over a week and I’m in love. 
528,Fitzwig,"I thought this was going to be a great fitness watch. Unfortunately, only a couple features work. I have an iPhone 11 that is supposed to be compatible. After downloading and installing FitPro's app that's where it went downhill. The phone recognizes my watch but the watch doesn't recognize the iphone. So, it will not notify me of any messages. It has 4 built in watch faces but I'm not crazy about them. The company video of the watch shows that there are multiple faces available using the app. They say to open the app and click on the ""more"" at the bottom of the screen except there is NO ""more"" at the bottom or anywhere on the app. I have everything turned on but unfortunately nothing works. So, I thought I was upgrading but it's really a downgrade! Be warned. On the good side, it does tell me the correct time and date. 2 people found this helpful"
529,Boris Aradovsky,"The watch is simple in use and work stable. Time to charge is about 10 days, as it declared by manufacturer. The screen is visible in any day condition. Waterproofing. With reasonable price this watch may be good solution for most of users."
530,Kindle Customer,"What a great smart watch. Tracks everything (steps, sleep and heart rate) which is what I'm most interested in. I have owned the high price name brand and this device performs the same for the activities I care about. I haven't even mentioned the unbelievable price. I recommend this smart watch "
531,Amazon Customer,I bought this after my Apple Watch broke. Really great quality for the price and very durable.
532,Amazon Customer,Not sure about how accuratethe sleep tracker is but overall the watch is pretty actuate. I'm pretty satisfied.
533,Caroline Davis,"For the life of me, I was unable to synch with the phone app. Very frustrating!!!!!. Sent email to company....no reply. ( Even though they said to contact for help prior to review). Guess they don't really care as much as they claim. Otherwise I am enjoying this fitness watch immensely. Battery life is pretty good."
534,kristine rodriguez,My son likes it but I thought you were able to see the messages... You can't. Other than that it's okay.
535,Brandy,"User manual is pathetic. Very small print and makes no sense at all. After a few pages, it states you have to charge it before you can do anything. Seems like that should have been on page one. Instructions for charging are strictly via pictures. Scanned the QR Code and read the Terms and Conditions to find that they will charge a fee any time they upgrade the software. If you don't agree to pay the fee, the watch no longer works correctly. Plus, they share customer information world-wide. Never did figure out how to change the incorrect time that was displayed. The wristband is designed for a very large wrist. I consider mine to be average circumference but, even in the tightest link, the watch slipped around my wrist and would not stay in place. Received the watch and packed it up as a return on the same day. It's true that you get what you pay for and this watch just isn't worth the investment. One person found this helpful"
536,Karina Rivera,I can’t get the watch to connect to my phone and I can’t get the time and date to go to the correct setting 2 people found this helpful
537,AGH,"It doesn’t always register when I’m sleeping. It also doesn’t actually count all of my steps which is frustrating. I’ve gone on walks with my husband pushing a stroller where the watch will say I walked more than 2,000 steps less than my husband when we start at the same time. It’s pretty and I like that it has the date on the watch face. The heart rate tracker is also accurate."
538,Patty Leon,"This fitness watch is easy to use, and has a great battery life. I highly recommend it to starters like me."
539,Matilde Molina,Muy bueno para seguimiento diario Helpful
540,CL,"This watch is lightweight & has lots of nice features. The band is very comfortable and fits my large wrist well. The charge lasts me 5 days and it recharges quickly. The watchface is the perfect size and the touch works well. Also, Fitpolo US has great customer service!"
541,Rosa,La batería tiene larga duración y la app es fácil de usar Helpful
542,Beatriz Hernandez,Lo recomiendo. 👍 Helpful
543,Amazon Customer,I recently had a minor Heart attack. This tracker allows me to keep track of my Heart Rate. Choosing the Walk Mode in the Sport function lets me know my HR with just a quick glance of the tracker screen. This feature avoid having to swipe and choose the HR function from the clock mode. I see this as a perfect multi-use tracker. I will be purchasing another one for my brother.
544,Angie,I could walk across the state and it would say I took 800 steps. Hate this thing and I forgot to return it so now I’m stuck with a fitness tracker that is completely inaccurate. Thumbs down .
545,Barbara fed up with Chinese Junk,"If you want a real smartwatch that tracks your sleep, steps, heart rate, blood pressure and other items, get a different watch because this is not a smart watch, but a stupid or dumb watch. You cannot track your sleep, daily steps taken, BP or ANYTHING else right on the watch. Horrid FitPro App totally is useless and chinese user UNfriendly. You may as well get a standard watch instead of this watch if you want to just see what time it is. And, this ""smart watch"" has a whopping 4 different watch faces....far worse than even my $40 fake apple smart watch I got a year ago. 1 big star and that is being too generous this time on this junk. One person found this helpful"
546,ALBERT ARENDS,It didn't pair with my android phone.
547,Amazon Customer,"After having this watch for 3 weeks, several black lines appeared across the screen distorting the images/writing on the screen. I returned the watch and amazon provided me with a replacement. Three weeks after receiving the replacement watch, the screen became stuck on the home screen and I was unable to swipe to any other screen. I then returned the replacement watch for a refund. Two defective watches within 2 months is either bad luck or this is a poor quality product. Thankful for Amazon's excellent customer service when returning both watches. 2 people found this helpful"
548,kelly estrada,I'm so happy with this affordable fitness watch! It does everything and more of what i wanted. Super easy to use and great size super comfortable to wear. Don't look any further get this watch 
549,David C French,"Can track light and deep sleep , heat rate and activity over 24 period ."
550,Josh Hampton,"Very affordable watch. Overall, a good product for the price. Nice basic features. Great entry level. Some of the design is cheap. My strap keeps detaching and falling off easily. Happened twice, and I lost it the last time. I would have recommended it, if not for that concerning issue. If they fix it, I would highly recommend this alternative to some of the more expensive watches."
551,Quanisha,For the price of this watch its okay ... but for me I need a lil bit more to do on a bluetooth watch...
552,thom shumard,I tried using this watch on multiple runs. Each time the reported distance was under my actual mileage by about 20-25% My five mile run was logged at 3.75 for instance. I am returning this as defective. One person found this helpful
553,Cynthia,"So I always wanted an Apple Watch and this one is exactly the same, I’m wearing it all day at home and at the gym, it really motivates me to keep moving and burn calories. I love that you can pick different sports, get your WhatsApp notifications, control your music and etc. I’m using it with my iPhone XR and the app it’s to easy to get it. I would definitely recommend this one."
554,Aimee Ralph,Wish you could order just the charger for this device: my son lost his charger and we had to buy a whole new device.
555,D. Eadline,Easy to use
556,rose,This watch was more then what was expected. Not only did it come beautifully packaged but was extremely easy to set up and get started. Very user friendly. Can't wait to get told I'm not moving enough! Haha. This watch will definitely help me on my healthy lifestyle journey.
557,Lola Remi,It is a good smart watch. Is there a way to get charger or another charger for this smart watch please
558,Mile swimmer,I would buy it again
559,Tyeshia thomas,I love this watch. It has a high battery life I charge it once a week and it's good to go. It's reminding me to be more active with the activity reminder. I've been killing my goals as far as steps and burning calories as well. Great buy!
560,Lisa4r,"I bought this fitness tracker because it claims to have gps. I could not make it work. I watched videos and followed instructions but it just didn't work. It makes a nice watch, the face is big and easy to read but I didn't want a watch, I wanted a fitness tracker for cycling. It would always show 0.00 for milage. I gave up and returned it for a refurbished Vivoactive 3."
561,Amazon Customer,"Love the easy set up and accuracy. But, the ""find my phone"" feature only seems to make the phone vibrate. It needs to make noise, chirp, chime, something so you can hear the phone to find it. If anyone knows how to make this happen, I will change my rating to 5 Stars."
562,Kristen Lash,"I liked it, but it caused my arm and hand to go numb. I had to return it."
563,R.powell,"I picked the rose gold face and pink band. I loves the colors together when I got it. but wearing it only 2 days the band started to lose color and now I'm having trouble finding a band replacement.  Also, my messages come thru hours later."
564,Larissa," I bought this watch as a birthday gift for myself so that I can get an accurate count of my daily steps. I don’t carry my phone with me everywhere so without the watch I was being cheated. I wear it everyday, it’s great for my job and the sleep analysis is very accurate but I believe the results can only be found on the app? Overall I love the watch One person found this helpful"
565,Scubaski,"this watch and app is a POS. I went to sleep last night at 1230 AM. the app says 306 AM and I woke up at 630 AM. twice in the last week or so it says I walked almost 200,000 steps in one day. it did the same thing last month. you can't count on this giving accurate data."
566,Robin Estes,I've had this for 5 weeks. I swim daily. It's supposed to be water proof. However it no longer swipes to view calories burned etc. Very disappointing.
567,Jeannette Jones,Tracks my steps and has other great features such as the alarm and timer which I use all the time. If you have a music app you can control it thru the watch. The watch also has caller id. I have to charge every 3-4 days which is better than the last one I had.
568,Jill B.,"Overall considering the price, it’s not a bad purchase, but I couldn’t stand that it would take 2-3 seconds for the screen to light up after I’d turn my wrist. It seems small but when I just want to know the time it’s annoying to have to wait that long every time. I returned it, the process was really simple."
569,Amazon Customer,I bought the pink watch. I love it except the band turned a blue color within 2 days or wearing it and it just keeps getting worse. One person found this helpful
570,Amazon Customer,Bought this for the reminder feature and it works perfectly! Good battery and quick charging life too!
571,Bill H,"Use it for exercise, tracking steps, and heart rate"
572,Lulu,"So far the watch works as intended, it does tracks the sleep very well, a bit off on steps but again it tracks movement, so moving your hands too much will count as steps. It integrated well with the app, easy to use and update, lasts about 7 days on a full charge "
573,Katie M,"Honestly, why pay $300 or $600 for a smart watch when you can pay $35... tempted to purchase another to keep on hand just in case! Just got the watch and I’m obsessed! Super easy to download the app and get it synched to my phone. Seems to be losing charge quickly as it’s being set up so will keep on the charger and update. Love it though for the value so far, can’t wait to use it all day everyday!"
574,Amazon Customer,El tiempo que dura la batería en verdad es muy largo... Excelente para rastrear el ritmo cardiaco   Helpful
575,Hayden,"First 3 days I loved it, seemed to work great. 3rd night I wore it I woke up with a round rash/burn from the watch. Didnt wear it on the 4th night. 5th day i wore it on other wrist and it irritated that one. Also every so often it will flash 2 bright green lights where sensors are. Maybe that is what caused it. 🤔 Returning."
576,Kindle Customer,Like the battery life Dislike the pink color that turned discolored quickly after 2 weeks  
577,Momma2May&A,"Great little tracker and the price is nice. Besides tracking my steps and, sleep and heart, I love the find my phone option, the turn off the light & movement option, the do not disturb access button on the watch itself, change the face of the watch..and the alarm set up (its a gentle wake up rather than the radio or annoying beeps). "
578,Tamib,I ordered for my daughter and she loves it!
579,Bobbie Jean Esser,"I love this watch!! I use it way more than I thought I would. Inexpensive, pretty, works as described. I was a little nervous about receiving text messages because I have an iPhone. It took me several attempts to get it to connect, but once I did, I can read my messages just fine. Love, love, love it!!"
580,Tiffany,i saw mixed reviews and still purchased i just received mine so far so good i purchased this watch from a video i seen on tiktok and i’m not mad at it works fine was able to pair it with my iphone 11 and it an waterproof 
581,Dina,I bought this one for my nice birthday but I wanted to try on me and it looks beautiful it is ligth weit and confortable to use I use with my phone and it works great the conetion is strong and I didn't feel it while I was sleeping. It has functions enough for a teenager she will love it. Best thin for he is that it has phone locator. 
582,Jeanyah Vuu, Normally I don’t usually wear a watch to sleep but actually it’s pretty handy. I wore my watch last night to see how it works and it did. I checked on my app tells me what time I sleep and wake up. Also they tell you a time of how deep sleep you are and light sleep. 2 people found this helpful
583,Carol A,"For the price, this is a decent watch, but very inaccurate especially when measuring steps and especially sleep. I like that I can wear it to the pool and still get some steps, but overall ok for the price."
584,Joseph Kenworthy,"I needed a reasonably priced fitness watch, and this one scored a ten. The pulse rate monitor has always been within 5 beats of what my Dr records. The tracking monitor also works well. I always know how far I have walked, and the time it took me. All the features are nice and easy to use with the bluetooth technology"
585,Retired Lady,"Has more than I wanted! Just need to monitor steps and check heart rate! The correct time would be nice, since it's a big watch on my arm but the instructions don't give me a way to set the time correctly without signing up for an app that does more than I want! I can't monitor my steps without confusion since the time is set to China's time zone, and always shows a day and a half ahead of my correct time.! This is annoying! Other than that, it seems to be quality, exercising in the pool doesn't bother it (until it restarts the steps in the middle of my workout)! I've sent an email to the company but haven't heard back just yet (too soon).Update: company wrote back, said customers can’t reset the time without signing up for their app; Next time I’ll look for a simpler device. One person found this helpful"
586,Patrice Penney,Lots to like beyond the good value. Comfortable. Band works. Battery life is great. App is cluggy. Only 3! face options- should be more.
587,rachellespenname,This is my first smart watch so I have nothing to compare it to. But I love this thing! I feel a bit spoiled and it was only $35! The pink is very subtle/muted. You just download the app and plug in your preferences and it's good to go. Comes with a little USB magnetic charger. Alerts you to emails and texts. The little booklet says to keep it dry so I can't speak to it's water-proofness.
588,Joctl2,"Obviously a very inexpensive sports watch, so expectations cannot be high. I wanted to be able to track steps and sleep quality. Number of steps are inaccurate as well as sleep, as it would not note times when I was awake, such as when I physically got out of bed. Aside from that, it is a decent watch for telling time and has a very long battery life."
589,Nitasha Mease,I bought this kind as well as one that has a color band. This one is mine. Love it. I love that I do not have to worry about water with this. The battery life last awhile. Great product! Worth the investment. I will never pay for a name brand one again!  I even got the extender bands via amazon and they said they fit Fitbit vers well they also fit this !
590,stephanie thomas,"I love this watch! I was wanting a Apple Watch but couldn’t see paying so much for it. Then saw this one that looks like one but is a fraction of the cost. I get text alerts, counts my steps, keeps tracking of sleep , watch, alarm etc. I can’t believe how much it offers. The battery life is amazing also. Definitely worth trying!  9 people found this helpful"
591,george maldonado,"Best thing I have bought for myself in a long time. Just what I needed for my daily activities and jujitsu training. I needed to keep track of what I was doing and keep motivated and this thing is beyond wonderful! Everything as described. Long lasting battery! Light, easy to use, has all I need at a great price. Also clean and perfect packaging. Definitely recommended! *Please notice that I've been using it a lot! Lol     "
592,Tabitha,It doesn't read sleep very well but my biggest issue is that the light or something irritates my skin so bad that I had a burn or irritated skin the same size of the circle on the back for 2 weeks. I wore it while sleeping 1 time and that's what happened. One person found this helpful
593,Gustavo Espinoza Valarezo,Le gustó a mi hija de 22 años. Helpful
